User_name,Location_hotel,Hotel_name,Rating,Comment,Service,Infrastructure,Sanitary,Location,Attitude
Nguyen K. D.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,khách_sạn tốt không_phàn_nàn dịch_vụ khách_sạn ivivu hài_lòng khách_sạn tiêu_chuẩn phục_vụ chu_đáo quá_trình phòng thử không_gọi khách_sạn đón_tiếp nhu_cầu liên_hệ ivivu,1,0,0,0,2
Nguyen T. K.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.0,cảm_thấy hài_lòng khu nghỉ_dưỡng khu_nghỉ_mát thoải_mái khung_cảnh đẹp yên_tĩnh,1,0,0,1,2
Tran N. H.,Vũng Tàu,Oceanami Villas & Beach Club,6.0,oceanami biệt_thự vị_trí thuận_tiện khuôn_viên đẹp ăn tạm tuy_nhiên trừ biệt_thự bếp không_cho sử_dụng bộ_phận nhận_phòng quá_tải tuần,0,1,0,1,1
Le H. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,dịch_vụ tốt,1,0,0,0,2
Nguyen T. T.,Hồ Chí Minh,Khách sạn Meraki Boutique,6.0,hình_ảnh phòng web tính_chất minh_họa nữ lễ_tân khó_tính phòng 2 chiều 4 5 chiều phòng,1,0,0,0,1
Vu T. T.,Hạ Long,Ivy Hotel - Ha Long,9.1,phòng ốc sạch_sẽ thang_máy đi tiện dễ_dàng di_chuyển,0,0,1,1,2
Hoang T. H.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,8.0,khách_sạn sạch_sẽ đồ ăn ngon nhân_viên chu_đáo,1,0,1,0,2
Nguyen C. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,hài_lòng khu_nghỉ_mát hôm đi sinh_nhật vợ khu_nghỉ_mát chuẩn_bị vợ bánh_kem món quà ý_nghĩa,1,0,0,0,2
Nguyen T. M. D.,Phan Thiết,Sea Links Beach Villas Phan Thiết,8.5,chuyến đi tốt hài_lòng khách_sạn tuyệt_vời nhân_viên ivivu làm_việc chu_đáo tận_tâm cảm_ơn ivivu hỗ_trợ nhiệt_tình chuyến đi,1,0,0,0,2
Nguyen K. C.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,tốt chuyến đi gia_đình hài_lòng cảm_ơn ivivu hy_vọng dịp hợp_tác công_ty,1,0,0,0,2
Le T. H. A.,Huế,The Sunriver Boutique Hotel Hue,9.7,phòng hình nhân_viên nhiệt_tình chu_đáo dễ_thương,1,0,0,0,2
Tran T. T.,Phan Thiết,Sea Links Beach Villas Phan Thiết,7.0,đi phát_sinh 2 bé 5 thanh_toán tiền 1 bé cảm_thấy không_hợp_lý chính_sách biệt_thự 3 phòng_ngủ khách_sạn phụ_thu kiểu khu_nghỉ_mát cũ chắc_chắn không_quay ivivu hài_lòng,0,0,0,0,0
Nguyen H. Y.,Phan Thiết,Sea Links Beach Resort & Golf,8.6,khách_sạn khu hồ bơi rộng phần_lớn phòng khung_cảnh hồ bơi khách_sạn biển nội_thất khách_sạn thiết_kế cũ phòng ổn sạch_sẽ,0,1,1,1,1
Nguyen T. T. L.,Đà Nẵng,Angel Hotel Danang,6.0,phòng chiều_tối phòng không_có dép đi lễ_tân dép đi cửa phòng to sợ thật_sự không_có nóng,1,0,0,0,0
Nguyen V. H.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.0,tốt không_có_gì phàn_nàn,0,0,0,0,2
Nguyen B. V.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,tư_vấn dễ_thương nhiệt_tình khách_sạn tốt đồng_hành ivivu chuyến đi,1,1,0,0,2
Tran H. T.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,hài_lòng chất_lượng khách_sạn nhân_viên tư_vấn ivivu chu_đáo,1,0,0,0,2
Thu T. N.,Nha Trang,Le Soleil Nha Trang Hotel,5.5,khách_sạn không_phục_vụ buffet ăn cơm_rang 1 hoa_quả phòng ăn_nóng phòng to dịch_vụ không_ổn nhân_viên trực không_đầy_đủ gọi khung_cảnh chắn không_thoáng,1,1,0,1,0
Vu T. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.0,phòng đẹp rộng_rãi sạch_sẽ phục_vụ chu_đáo phòng sát công_trình hơi ồn bụi nhìn_chung gia_đình chuyến đi sử_dụng dịch_vụ cảm_thấy yên_tâm dịch_vụ ivivu tiếp_tục liên_hệ chuyến đi kế,1,1,0,1,2
Nguyen T. T. V.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,khu nghỉ_dưỡng tuyệt_vời cảnh đẹp chụp hình sống ảo đẹp không_tưởng ăn ngon nhân_viên hết_sức nhiệt_tình thân_thiện chu_đáo,1,0,0,1,2
Nguyen T. T. M.,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,8.8,bãi biển bể_bơi ấm mùa đông đồ ăn đa_dạng phở bò ngon phòng đẹp nhân_viên phục_vụ niềm nở nhiệt_tình tuy_nhiên phòng tắm rộng vách kính buồng tắm cánh cửa ấm mùa đông khung_cảnh bình_thường xung_quanh xây_dựng dở_dang khu bãi cháy hơi bất_tiện 1 tẹo 2 vòng_vèo cầu bãi cháy đi ăn_uống cà_phê,1,1,1,1,2
Huong H.,Phan Thiết,Sea Links Beach Resort & Golf,8.5,tuyệt nhân_viên phục_vụ tận_tình,1,0,0,0,2
Phan T. H.,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,sạch_sẽ thú_vị nhất_định,0,0,1,0,2
Thanh T. N.,Hà Nội,Dal Vostro Hotel & Spa,9.7,phòng sạch_sẽ tinh_tế chi_tiết dịch_vụ tốt hidden bar hầm khách_sạn đi hồ gươm tiện_ích xung_quanh xứng_đáng,1,1,1,1,2
Ngo T. T. D.,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,dịch_vụ khách_sạn hài_lòng nhân_viên tư_vấn ivivu hỗ_trợ nhiệt_tình làm_việc quen,1,0,0,0,2
Nguyen T. V.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,chất_lượng khách_sạn tốt gia_đình hài_lòng chuyến đi vui_vẻ,0,1,0,0,2
Nguyen V. H.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,cảm_thấy hài_lòng dịch_vụ khách_sạn nhân_viên tư_vấn ivivu,1,0,0,0,2
Nguyen T.,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,10.0,nhân_viên lịch_sự nhã_nhặn dịch_vụ khách_sạn tốt,1,0,0,0,2
Nguyen T. M. H.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,6.0,buffet món khuôn_viên công trùng bãi biển vỏ_sò ốc cảnh_quan đẹp nhân_viên phục_vụ ok hàng ăn trưa tối nấu_ăn ngon,1,0,0,1,1
Nguyen T. T.,Huế,TinTin Hostel,5.1,phòng cũ xấu hình đăng web chụp xây khác_xa thực_tế,0,1,0,0,0
Thi T. T. P.,Hội An,Khách sạn Thanh Bình 2,8.5,phòng hình ăn món,1,1,0,0,1
Tran Q. T.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,dịch_vụ tốt sửa_chữa hơi ồn nhân_viên tư_vấn nhiệt_tình đi ivivu,1,1,0,0,1
Pham T. T. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,9.0,khu nghỉ_dưỡng tốt chúng_tôi hài_lòng dịch_vụ cảm_ơn ivivu hỗ_trợ phòng giúp chúng_tôi,1,0,0,0,2
Thu N.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,khu nghỉ_dưỡng phục_vụ không_phàn_nàn,1,0,0,0,2
Pham T. L.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,tuyệt_vời,0,0,0,0,2
Nguyen T. K. T.,Nha Trang,Rex Hotel and Apartment,4.8,phòng cách_âm tệ ồn không_nghỉ_ngơi hành_lang phòng hôi mùi cống bốc không_có nhân_viên hỗ_trợ hành_lý phòng lội 1 lầu sách đồ khăn_tắm giường gối hôi mùi mồ_hôi kinh_khủng không_thể_nào chấp_nhận,1,1,0,0,0
Huynh M. T.,Đà Lạt,Khách sạn Hồng Tâm Đà Lạt,6.0,đà lạt không_có nóng càm ràm lễ_tân hồi nóng tắm nửa_chừng nóng tắm 5 10 phút không_lẽ chửi thề đi phòng chả dọn_dẹp khuyên vô mấy hình hoành_tráng ảo đăng,1,0,1,0,0
Pham T. T. T.,Nha Trang,Rex Hotel and Apartment,6.0,nhân_viên khách_sạn không_thân_thiện,1,0,0,0,0
Nguyen T. T.,Phan Thiết,Phan Thiet Ocean Dunes Resort,9.1,khách_sạn khuôn_viên rộng sạch_sẽ thoáng mát,0,0,1,1,1
Pham T. T. H.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,8.0,ban_đầu không_có request tầng tuy_nhiên khách_sạn xếp phòng tầng 1 yêu_cầu đổi khách_sạn báo full phòng 3 khách_sạn không_sắp_xếp dịch_vụ ok hài_lòng,1,0,0,0,2
Nguyen Q. H.,Vũng Tàu,Khách sạn Hoàng Yến,5.8,thực_sự kỳ nghỉ làm_giá phòng tuy_vậy không_thể_nào chất_lượng phòng không_cao ọp_ẹp cũ_kỹ tiện_nghi tuy_nhiên mặt thời_gian tiền_bạc hợp_lý thân_thiện,0,1,0,0,1
Nguyen K. H.,Huế,Khách sạn Poetic Huế,9.1,phòng sạch nhân_viên thân_thiện,1,0,1,0,2
Ngo P. T.,Đà Nẵng,Khu nghỉ dưỡng Furama Đà Nẵng,9.5,nhân_viên chu_đáo hỗ_trợ chuyến đi ok,1,0,0,0,2
Nguyen T. H. T.,Phú Quốc,VinOasis Phu Quoc,9.4,khách_sạn cực_kỳ sạch_sẽ hiện_đại bể_bơi vắt xe đưa_đón thuận_tiện buffet ngon nhân_viên thân_thiện lễ_phép trừ bé phòng muộn phòng không_hiểu khách_sạn ưu_tiên thế_nào 2 xe đẩy bé không_mượn 1 xe đẩy không_mang vậy_mà không_có xe mượn bế gãy,1,1,1,0,2
Nguyen D. N.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,hầu_như tốt chuyến đi thật_sự thoải_mái hài_lòng,1,0,0,0,2
Pham T. T.,Hội An,Khách sạn Thanh Bình 2,7.0,phòng đẹp nhân_viên nhiệt_tình wifi tệ đóng cửa phòng xài,1,1,0,0,1
Van T. N.,Quy Nhơn,Anya Hotel Quy Nhon,8.5,khách_sạn ổn hồ bơi đẹp,1,1,0,0,1
Nguyen M. H.,Nha Trang,Aroma Nha Trang Boutique Hotel,9.7,tuyệt trừ sàn hơi dơ thang_máy hơi sợ,0,1,1,0,2
Nguyen T. M.,Hồ Chí Minh,Khách sạn Meraki Boutique,9.7,khách_sạn sạch_sẽ nhân_viên dễ_thương vị_trí trung_tâm tiện đi phòng,1,1,0,1,2
Nguyen T. C.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,ấn_tượng sử_dụng thường_xuyên giới_thiệu bạn_bè sp,0,0,0,0,2
Tran T. V.,Đà Nẵng,Khách sạn Brown Bean,8.5,ok đấy ️_️,0,1,0,0,2
Thi M. T. H.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,5.5,phòng khách_sạn bảo không_có dịch_vụ đưa_đón sân_bay miễn_phí liệt_kê mô_tả phòng gọi yêu_cầu app phòng taxi xong khách_sạn giải_quyết gọi báo khách_sạn đưa_đón sân_bay khách_sạn chối bảo app báo báo chán phòng sàn dơ lau 15 ph 1 gọi giục hai yêu_cầu dọn phòng tranh_thủ trưa nguyên chìu dọn thật_sự sàn lau không_sạch ăn đồ ăn không_tươi kiểu ỉu_ỉu nói_chung không_chọn khách_sạn hai,1,0,1,0,0
Nguyen T. H.,Hạ Long,City Bay Palace Hotel,8.5,tuyệt_vời nhất_định,0,0,0,0,2
Dinh T. T.,Hồ Chí Minh,Khách sạn DDA Quận 1,6.0,không_cho gửi xe_máy phòng tivi không_mở điện_thoại bàn không_có tín_hiệu không_sử_dụng không_thêm xà_phòng bàn_chải đánh hai ăn tệ ồn tiếng ồn nhạc nhân_viên nói_chuyện hành_lang nhân_viên không_thân_thiện tóm_lại tệ không_thể gọi hotel có_thể gọi nhà_trọ,1,1,1,0,0
Tran N. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.0,set thực_đơn chất lẩu thả lẩu thả ăn khu_nghỉ_mát đẹp,0,1,0,1,1
Tran V. T.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,9.5,ivivu làm_việc nhanh_chóng đầy_đủ thông_tin phòng dịch_vụ khu nghỉ_dưỡng ok tốt,1,1,0,0,2
Nguyen V. T.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,10.0,ok,0,0,0,0,1
Nguyen T. T. D.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,7.0,gia_đình biệt_thự đem hành_lý biệt_thự chúng_tôi đi ăn phòng đồng_thời hành_lý chúng_tôi nén sàn gọi lễ_tân nhân_viên báo giao nhầm biệt_thự buffet bữa ăn không_được thức_ăn không_hài_lòng chuyến đi,1,0,0,0,0
Phuong A.,Đà Lạt,Khách Sạn LADALAT,10.0,phòng rộng_rãi sạch_sẽ,0,1,1,0,2
Thao T.,Hội An,Khách sạn Thanh Bình 2,9.7,khách_sạn sạch_sẽ nhân_viên thân_thiện nhiệt_tình,1,0,1,0,2
Pham T. A.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,8.0,cảm_ơn nhân_viên ivivu hỗ_trợ phòng khách_sạn nhanh_chóng chất_lượng khách_sạn không_có phàn_nàn tuyệt_vời,1,1,1,1,2
Nguyen B. H.,Đà Nẵng,Angel Hotel Danang,9.7,phòng sạch_đẹp nhân_viên nhiệt_tình ăn hơi món ngon tuy_nhiên giá tiền tốt khu_vực xung_quanh siêu_thị mini quán ăn ghé giới_thiệu bạn_bè,1,1,1,1,2
Nguyen V. D.,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,10.0,gia_đình chúng_tôi hài_lòng chuyến đi dịch_vụ tốt không_phải phàn_nàn,1,0,0,0,2
Tran C. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,khách_sạn chất_lượng tương_xứng giá_cả cảm_ơn ivivu hỗ_trợ,1,0,0,0,2
Nguyen V. H.,Hạ Long,Khách sạn Mường Thanh Luxury Quảng Ninh,6.0,bát sen tắm kém không_hoạt_động không_gội đầu nhân_viên đổi phòng kém,1,1,0,0,0
Nguyen T. H.,Hồ Chí Minh,The Noble Swan Woodpark Hotel,4.5,kinh_khủng kỳ nghỉ tồi_tệ khách_sạn,0,0,0,0,0
Nguyen T. T. T.,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,10.0,dịch_vụ tốt bãi biển trong_veo có_thể cá,1,0,0,1,2
Nguyen T. H.,Huế,TinTin Hostel,9.7,phòng thoải_mái sạch_sẽ nhân_viên thân_thiện vô_cùng,1,1,1,0,2
Nguyen T. T.,Quy Nhơn,Casa Marina Resort,10.0,hài_lòng dịch_vụ phục_vụ khu_nghỉ_mát nhân_viên dễ_thương nhiệt_tình sẵn_sàng hỗ_trợ khung_cảnh chụp hình siêu xinh 10,1,0,0,1,2
Huong H.,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,9.4,khách_sạn sạch_sẽ thoáng mát nhân_viên phục_vụ nhiệt_tình tuy_nhiên khách_sạn hơi trung_tâm,1,0,1,1,2
Nguyen T. T. V.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,phục_vụ tốt chuyến đi bão không_tham_quan nhân_viên phục_vụ tận_tình đưa_đón chu_đáo,1,0,0,0,2
Nguyen H. T.,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,8.0,không_có trái_cây chào_mừng hơi buồn xíu đường bãi biển cát không_mịn chất_lượng phòng tốt,0,1,0,0,1
Tran T. H. T.,Huế,Hong Thien 1 Hotel,9.0,khách_sạn phục_vụ tốt nhân_viên tận_tâm phòng ok,1,1,0,0,2
Tran H. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,hài_lòng khách_sạn dịch_vụ tuyệt_vời phong_cách làm_việc chuyên_nghiệp nhân_viên ivivu hỗ_trợ nhanh_chóng chu_đáo,1,0,0,0,2
Nguyen N. H.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.0,tốt không_có_gì phàn_nàn,0,0,0,0,2
Do T. K. O.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,tốt chuyến đi,1,0,0,0,2
Truong T. T.,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,thông_tin ivivu khách_sạn phiền_phức a la carte trả_phòng 11 h ivivu thông_tin 12 h phụ_thu con_nít 200 k ivivu thông_tin 150 k,1,0,0,0,0
Trang N.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,khách_sạn khung_cảnh tuyệt đẹp dịch_vụ ổn nhân_viên phục_vụ tận_tâm làm_khách hài_lòng,1,0,0,1,2
Le T. D.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,khách_sạn chất_lượng tốt chuyến đi thuận_lợi ivivu làm_việc chu_đáo nhiệt_tình,1,1,0,0,2
Nguyen T. T. T.,Đà Lạt,Khách Sạn LADALAT,9.5,dịch_vụ phòng_ốc khách_sạn ok chúng_tôi hài_lòng nhân_viên ivivu nhiệt_tình hỗ_trợ nhanh_chóng,1,1,0,0,2
Trang N.,Quy Nhơn,Casa Marina Resort,9.1,khách_sạn đẹp sạch_sẽ nhân_viên thân_thiện tuy_nhiên dịch_vụ xe_điện hơi chậm 1 nhân_viên khách_sạn tốt dịp ghé,1,1,0,0,2
Nguyen T. T. D.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,ưng_ý đánh_giá tốt khách_sạn nhân_viên nhiệt_tình,1,1,0,0,2
Nguyen T. P.,Vũng Tàu,Khách sạn Royal Vũng Tàu,9.1,khách_sạn sạch_sẽ ăn ổn ok lễ_tân niềm nở lắm,1,1,1,1,2
Nguyen T. H. T.,Đà Nẵng,Angel Hotel Danang,4.8,nhà_vệ_sinh bẩn hôi gián chăn ga không_biết giặt tóc người_ta chăn ga loang ố màu bẩn,0,0,1,0,0
Nguyen T. H.,Hồ Chí Minh,Khách sạn DDA Quận 1,6.4,ồn_ào mặc_dù phòng phòng khách_sạn,0,0,0,1,0
Minh A. H.,Hà Nội,Ma Coeur Boutique Hotel,9.7,khách_sạn đẹp ăn ngon nhân_viên tuyệt_vời,1,1,0,0,2
Le T. T. N.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,tất_cả tốt xe không_được tốt lắm,1,1,1,1,2
Trang T.,Hồ Chí Minh,Khách sạn Meraki Boutique,5.1,phòng ban_công khóa không_được máy_lạnh cũ 16_độ 28_độ đèn hư,0,1,0,0,0
Tran T. B. T.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,chuyến đi ưng_ý,0,0,0,0,2
Nguyen T. H. V.,Hạ Long,Khách sạn Mường Thanh Grand Hạ Long,10.0,phòng thoải_mái phục_vụ tốt,1,1,0,0,2
Nguyen X. T.,Hạ Long,City Bay Palace Hotel,5.9,khách_sạn ổn giá vị_trí thuận_tiện đi_lại nhân_viên lễ_tân không_được thoải_mái lắm,1,1,0,0,1
Pham D. K.,Hà Nội,Hanoi Charming House,8.4,phòng sạch nhân_viên thân_thiện chi_phí 100 kgiờ cửa phòng nhà_vệ_sinh hư không_khóa,1,0,1,0,1
Nguyen T. D.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,chuyến đi không_có_gì phàn_nàn tốt,0,0,0,0,1
Nguyen T. V. A.,Huế,Melia Vinpearl Hue,8.5,phòng ok sạch_sẽ ghé thăm,0,1,1,0,2
Vo M. T.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,tốt có_thể,1,1,1,1,2
Phan T. T. H.,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,9.4,khách_sạn sạch_sẽ nhân_viên lịch_sự chu_đáo đi biển tiếc chỗ không_tắm đi đoạn đồ_ăn tạm ổn phòng ăn hơi nói_chung ổn,1,0,1,0,2
Nguyen T. T.,Huế,Phong Nha Hotel Hue,8.6,lễ_tân nhiệt_tình khách_sạn trung_tâm huế phố tây phố đi sông hương tuy_nhiên phòng cũ nóng máy lạnh hư cần_thiết thay không_thấy đông yêu_cầu đổi phòng báo phòng không_có thang_máy leo 4 tầng lầu hơi phê hy_vọng khách_sạn khắc_phục,1,0,0,1,1
Nguyen T. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,chuyến đi phục_vụ chỗ tốt đẹp,1,1,0,0,2
Nguyen T. V.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,phòng ốc ok hơi muỗi nhân_viên dịch_vụ tốt,1,1,1,0,2
Phuong N.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,tốt,0,0,0,0,2
Nguyen D. K.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,nâng_cấp phòng phòng đẹp thoải_mái đức tư_vấn vfa nhiệt_tình 2 ưng_ý,1,1,0,0,2
Nguyen T. N. H.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,dịch_vụ tốt gia_đình hài_lòng,1,0,0,0,2
Nguyen M. T.,Nha Trang,Khách sạn Senkotel Nha Trang,8.5,dịch_vụ tốt vị_trí đẹp thuận_tiện đi_lại khu_phố yên_tĩnh an_ninh hài_lòng,1,0,0,1,2
Nguyen N. D.,Huế,Melia Vinpearl Hue,9.7,nhân_viên cực_kỳ hữu_ích lựa_chọn buffet tốt vị_trí thuận_tiện,1,0,0,1,2
Trang T.,Vũng Tàu,Khách sạn San Hô Vũng Tàu,5.2,bảo_vệ khó_chịu phòng cách_ly kém ồn phòng sạch lễ_tân dễ_thương,1,1,1,1,1
Nguyen D. T.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,5.7,phòng đánh_giá không_xứng tầm khách_sạn khu_nghỉ_mát 1 vị_trí sát biển không_có bãi_tắm 2 phòng xấu thiết_bị phòng cũ_kỹ 3 đặc_biệt kiểm_tra mini bar phòng không_biết mini bar chỗ đền 75 k 1 lon bia 1 lon coca không_dùng phòng báo 4 phòng garden khung_cảnh khung_cảnh bãi rác trống bên_cạnh hình chụp không_có không_gian trồng cây_cối khu_nghỉ_mát 5 cộng duy_nhất hồ bơi khung_cảnh đẹp sống ảo,0,1,1,1,0
Thi T. H. D.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,khách_sạn sạch_sẽ khung_cảnh đẹp nhân_viên nhiệt_tình bữa ngon trừ thang_máy hơi chậm bãi_tắm_hơi khách_sạn in general tốt value for money,1,1,1,1,2
Nguyen N. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,hài_lòng chuyến đi không_có phàn_nàn tất_cả dịch_vụ hài_lòng nhân_viên khách_sạn ivivu quan_tâm chu_đáo,1,1,1,1,2
Nguyen N. L.,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,10.0,tuyệt_vời,0,0,0,0,2
Tran N. A. L.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,pandanus sửa_chữa nâng_cấp phòng thu_hút mặc_dù khách_sạn,0,0,0,1,1
Nguyen M. D.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.5,dạng phòng standard chất_lượng dịch_vụ phòng_ốc ổn nhân_viên tư_vấn ivivu hỗ_trợ nhiệt_tình nhanh_chóng hài_lòng,1,1,0,0,2
Nguyen T. L. H.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,10.0,hài_lòng cung_cách làm_việc chuyên_nghiệp nhân_viên tiếp_tục lựa_chọn nghỉ vinpearl kỳ nghỉ,1,0,0,0,2
