reviewerName,Address,NameHotel,overallScore,reviewText
Thao N. L. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.7,"Một kỳ nghỉ tuyệt vời tại Vinpearl cùng với mẹ. Đánh giá 10 sao cho dịch vụ spa tại đây, cực kỳ thoải mái mà thư dãn. Các dịch vụ khác đều cực kỳ super, nhân viên thân thiện và dễ thương. Nhưng hơi xa trung tâm một tí, nếu có xe bus riêng của resort ra trung tâm thì tốt hơn. Có dịp chắc chắn sẽ quay lại!"
Truong N. H. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,8.5,Dịch vụ tốt nhưng thời gian check in hơi lâu và bất tiện ở chỗ chờ tàu và xe đi lại mất time
Tran T. H. P. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,8.5,Dịch Vụ tốt . Nhân viên bên khu vui chơi Vinpearl chưa chuyên nghiệp . Làm Việc lộn xộn ..
Thanh N. L. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.0,Thời gian check in - check out quá chậm. Mất gần 1h45 phút.
Tu M. T. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,6.1,"Mất gần 2g30 để nhận phòng, trong đó thời gian check in hết 1g45. Khách sạn 5 sao nhưng phải lấy số thứ tự chờ check in?! Dịch vụ quá kém từ vòng giữ xe, nhân viên tiếp tân thiếu chuyên nghiệp."
Thanh N. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.4,"Tốt nhân viên nhiệt tình,chu đáo"
Lai T. T. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,10.0,"Đẹp, dịch vụ tốt, nhân viên chuyên nghiệp, ok"
Nguyen T. H. H. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.4,"Khu nghỉ đẹp, tuy nhiên ống xả thải khu vực biệt thử xả ra biển nhìn mất mỹ quan."
Xuan Q. T. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,10.0,Có một kỳ trăng mật tuyệt vời !
Nguyen B. T. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,7.2,Hồ bơi lớn của resort ngưng phục vụ khách nhưng ko báo trước. Tôi đến vinpearl vì thích hồ bơi nơi đây nhưng ko được bơi.
Thi K. Q. N. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,8.0,"Khách sạn tốt, nhân viên chứ đáo, thức ăn tạm được"
Tran T. H. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.4,Cảm ơn Vinpearl đã có một dịch vụ cung cấp nghỉ dưỡng hoàn hảo cho gia đình tôi và chắc chắn rằng gia đình mình sẽ quay lại đây. Nói chung mọi thứ ở đây đều tuyệt vời. Sẽ tuyệt vời hơn nếu Vinpearl cung cấp thêm dịch vụ xe máy điện cá nhân để mọi người chủ động đi lại tham quan đảo và đến các khu vui chơi mà không phải phụ thuộc xe bus của Vinpearl.
Huynh N. Q. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.3,Vinpearl resort co thiet ke rat dep va an tuong
Nguyen T. T. H. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,9.7,Tôi thực sự rất thích nhạc sống và tối đa vào ban đêm.
Dao N. T. L. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,8.5,chuyến đi tuyệt vời với gia đình tôi. Khu nghỉ mát này thậm chí còn làm tôi ngạc nhiên với chiếc bánh sinh nhật. Yêu thích nó! Cảm ơn rất nhiều cho kinh nghiệm này đáng yêu
Le T. N. ,Nha Trang,Vinpearl Resort Nha Trang - Hon Tre Island,8.5,Tất cả mọi thứ là rất tốt cho gia đình tôi. Nó là thú vị. Các chủ khách sạn rất thân thiện. Cho tôi biết.
Thanh N. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Sẽ quay lại nữa, mình cảm thấy thoải mai khi ở đây"
Nguyen P. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Ăn sáng chưa ngon Phòng đẹp view đẹp, sạch sẽ"
Thanh N. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Mình ở đây 3 ngày. 2 ngày đầu cùng em gái và 1 ngày sau chung với mẹ và gia đình. Ngày thứ 3 ình thuê 1 phòng 2 giường và 1 phòng sutide + thêm 1 giường phụ. Mình ở đây nhiều lần thấy giá cả hợp lý. Đồ ăn sáng ngon, nhưng đợt này mình đi do ít khách du lịch bên chỉ phục vụ tại bàn. vẫn nhiều món ngon. Phòng tốt, sảnh đẹp, có hồ bơi và gym tầng 5. Mấy bạn lễ tân rất dễ thương và khá đẹp trai 😆. Mình sẽ ở tiếp nếu có dịp du lịch và công tác tại Nha Trang"
Phan T. H. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,Các bạn nhân viên chăm sóc khách hàng rất tận tình! Sẽ quay lại!
Duyen D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Phòng rộng, dịch vụ ok nhất trong những khách sạn mình đữ book 🥰"
Khanh N. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Khá hài lòng, khách sạn sạch sẽ và tiện nghi. Có thể sẽ quay lại nếu có dịp"
Tien L. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,Hồ bơi rộng rất đẹp. Nhân viên thân thiện. Chu đáo
Phung T. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Mọi thứ tốt, phòng giống hình ảnh quảng cáo"
Van H. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"khách sạn phòng đẹp, nhân viên chu đáo, đồ ăn ngon"
My N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phòng rộng rãi, sạch sẽ, đầy tiện nghi, nhân viên nhiệt tình, các bạn lễ tân (Đạt. Vinh. Trinh. Phương)"
Quoc K. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,Phòng cách âm chưa tốt. Staff nhiệt tình.
Pham T. T. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,Khách sạn đẹp vị trí ok thái độ phục vụ 👍
Van D. C. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Chất lượng phục vụ và đồ ăn của khách sạn rất tốt và chu đáo, view biển rất đẹp và cũng cảm ơn đội ngũ nhân viên của khách sạn đặc biệt là ca trực của các bạn lễ tân: Đạt, Trinh, Phương, Mỹ Anh, Hoài, Tú đã giúp đỡ gia đình mình khi chuyến bay thay đổi giờ muộn hơn 👍"
Nguyen T. D. P. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,Phòng sạch đẹp. Nhân viên nhiệt tình hỗ trợ.
Nguyen S. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Dịch vụ khách sạn rất tuyệt vời, nhân viên lịch sự, nhanh nhẹn, phòng ngủ sạch sẽ. Khi mình vừa đặt chân đến khách sạn thì phòng vệ sinh ở sảnh không được sạch sẽ lắm nhưng bên khách sạn đã khắc phục rất nhanh chóng sau khi khách phản hồi!"
Huynh T. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,Rất sạch sẽ nhân viên phục vụ rất tốt hài lòng sẽ đến nữa
Hoang M. T. N. N. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Rất hài lòng về đêm nghĩ tại đây, có dịp ra NT chúng tôi sẽ quay lại."
Nguyen T. M. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"khách sạn đẹp, phòng gọn gàng, đầy đủ tiện nghi, ăn sáng buffe ngon, đầy đủ, hồ bơi hơi lạnh nhưng mấy bạn nhỏ vẫn rất thích. tuy nhiên dọn phòng chưa được tốt, mình ở 2,5 ngày. ngày đầu đi chơi cả ngày về phong chưa được dọn, phải gọi báo lễ tân, vì cần dùng gấp cho con tắm rửa nên chỉ yêu cầu thay khăn và dọn rác thôi, và gặp vấn đề với máy lạnh, nhưng khách sạn đã sữa chữa. nhìn chung khách sạn ok. tốt trong tầm giá. nhân viên nhiệt tình, vui vẻ. sẽ quay lại."
Phung N. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Chất lượng dịch vụ tốt, đi lại tiện lợi, gần bãi biển, view đẹp. Mình đi cùng người yêu vào đúng dịp sinh nhật của bạn ấy, khách sạn rất chu đáo, đã chuẩn bị bánh sinh nhật và chúc mừng người yêu mình. Cảm ơn khách sạn, cảm ơn bạn Đạt nhé."
Do D. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.1,Phòng đẹp. Sạch. Rộng rãi. Lễ tân rất thân thiện. Bữa ăn sáng bupffet dễ ăn và view cực đẹp.
Nguyen H. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Tuyệt vời so với giá 870k. Nhưng sẽ không có nước lọc miễn phí, còn dịch vụ khác không thể chê vào đâu."
Luong T. M. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Khách sạn gần biển, nhưng xa trung tâm nhân viên nhiệt tình tốt bụng đúnh chuẩn 5*"
Hoang T. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"khách sạn vị trí đẹp, ngay trục chính bờ biển Nha Trang, đến tháp trầm tầm 1km thôi, khách sạn phía trước ngắm trọn đường bờ biển, phía sau là cửa sông. phòng to tiện nghi, tuy dùng thảm có mùi ẩm chút, nếu granit hoặc sàn thì sang hơn, nhưng vậy khá ổn. cảnh quan nhìn từ phòng rất đẹp. Ăn sáng ngon, thoải mái. chỉ có hồ bơi hơi buồn tẻ xíu. sẽ ghé lại lần sau"
Nguyen P. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,Nhân viên rất tốt. Phòng rộng view đẹp đầy đủ tiện nghi. Nên để sẵn áo choàng tắm trong phòng để khách không phải xin. Đồ ăn ngon nhưng nếu không đặt trước phải đợi lâu lắm.
Thi M. N. C. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Mình đánh giá cao sự thân thiện, nhiệt tình và chuyên nghiệp của đội ngũ nhân viên Mường Thanh. Ở đây giúp mình có trải nghiệm thoải mái, vui vẻ và enjoy. Mình book phòng suite đúng như hình trên app. phòng rộng rãi, sạch sẽ, bồn tắm có chức năng massage, mọi thứ tuyệt vời. Ngay dưới khách sạn có cafe highland, quán Queen coffe đồ ăn khá hợp khẩu vị và có đủ loại thức uống, đa dạng. Gđ mình rất thích ở đây."
Le T. T. A. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,6.4,"Bộ ghế sofa trong phòng loang lổ vết ố bẩn bám trên vải, không được vệ sinh sạch sẽ; khăn lau mặt thì tưa rách. Mình có bồi thường cho khách sạn 70k vì khách sạn kết luận mình làm mẻ cây xỏ giầy, trong khi cây y xỏ giày đ này đã rất cũ và khách sạn cũng không đưa ra được bằng chứng trước đó còn nguyên vẹn của cây xỏ giầy này. Số tiền không nhiều nhưng cảm giác thất vọng!"
Ba H. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,Trải nghiệm quá tốt với mức giá quá rẻ
Nguyen N. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.6,"Khá là ok! Sẽ quay lại vào dịp sau, tiếc là chưa được vào phòng ghim xem như thế nào 😊"
Nguyen C. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Dịch vụ ở MT rất tốt, phòng đẹp, sạch sẽ tiện nghi, đặc biệt là buffet sáng ngon lắm"
Trung H. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"khách sạn ổn, phòng rộng, bồn tắm vừa đủ (giá bồn tắm to hơn chút thì tuyệt, bữa ăn sáng ngon, view xuất sắc. Thiếu mỗi bãi biển thôi. gần nem nướng, bò né hoặc sang bờ kênh ăn hải sản cũng okela."
Nguyen T. T. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"dịch vụ tốt , phòng đẹp, mình rất thích ở đây"
Thi P. T. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Khách sạn sạch sẽ, đi đâu cũng thích ở mường thanh hết, đồ ăn đa dạng"
Nguyen M. C. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phòng rất rộng, nhân viên cũng nhiệt tình. Mình rcm nếu mọi người bay vào Nha Trang khi trời đã muộn như mình, thì nên gọi đồ ăn nhà hàng của Khách sạn lên. Đồ ăn ngon và sạch sẽ, ăn xong họ lên tận nơi dọn đồ. Nói chung dịch vụ rất chuyên nghiệp, đồ ăn sáng cũng ổn. Tóm lại là 5* nhé!"
Tran N. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.3,"Vị trí rất ok, phòng ốc sạch sẽ, nội thất tuy không quá mới nhưng cũng tiện nghi đầy đủ, nhân viên phục vụ niềm nở tận tình Sẽ quay lại nếu có dịp"
Nguyen D. H. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Tôi đã có 1 trải nghiệm tuyệt vời tại Mường Thanh . Đáng để ở , phòng sạch sẽ nhân viên nhiệt tình . Sẽ quay lại khi có dịp "
Duc A. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Nhân viên nhiệt tình, phòng rộng, hướng biển."
Nguyen H. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"nhân viên nhiệt tình, đồ ăn sáng ngon, sạch sẽ"
Du T. H. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Sạch sẽ, đẹp ngoài mong đợi, dịch vụ giá rất hợp lý"
Dang K. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phòng đẹp, view biển, buffet sáng đang dạng, set menu ăn trưa giá hợp lí"
Nguyen T. M. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Gia đình tôi đã có kỳ nghĩ tuyệt vời ở đây. Khách sạn rất sạch sẽ, đẹp. Nhân viên rất thân thiện. Tôi sẽ quay lại vào dịp gần nhất ❤️❤️"
Bui D. M. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"View biển cực đẹp, phòng rất đẹp, giá rẻ và dịch vụ tốt 👍"
Gia T. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Vị trí tạm ổn khi sát biển nhưng vẫn phải đi bộ khoảng 300m mới tới bãi tắm và không phải trung tâm, phòng rộng rãi và sạch sẽ tiện nghi, nhân viên thân thiện dễ mến. Giá cả hợp lý"
Dao T. M. A. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Gia đình tôi đã có 1 kỳ nghỉ thật tuyệt tại đây. Phòng rộng rãi, sạch sẽ. Nhân viên rất thân thiện và nhiệt tình."
Nguyen V. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Khách sạn vị trí sát biển , phòng rộng , đồ ăn ngon"
Vo T. A. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Giá tiền ổn. Ăn sáng các món thuần VN ngon. (Phở, bún bò, xôi chả, spaggetti bò cho bé, cháo thịt, cơm trắng sừơn kho, bánh ứơt bánh bèo chả lụa, ép trái cây và bánh) Phòng rộng tuy không đẹp nhưng sạch sẽ. Máy lạnh chạy tốt. Nhưng Cách âm không tốt. Dưới tầng trệt có highland và vài tiệm cafe khác. Lưu ý. khách sạn nằm khu vực cầu Trần Phú Không có bãi biển. Hồ bơi trong nhà các bé tắm đỡ nắng."
Mai T. N. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"vị trí thuận tiện, nhân viên lịch sự, vui vẻ, phòng sạch đẹp"
Thi X. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Nhân viên nhiệt tình, khách sạn sạch sẽ. Đồ ăn sáng phong phú. View quá xuất sắc"
Tran Q. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"2 ngày lưu trú tại Mường Thanh Luxury Khánh Hòa mang cho tôi nhiều cảm xúc tốt đẹp. Khách sạn mới, nhân viên thân thiện, bữa sáng ổn. Đáng là nơi để trở lại khi tới Nha Trang."
Vu H. N. B. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phòng rộng rãi thoải mái. Bữa sáng ngon, Lần sau sẽ quay lại ^^"
Hoang T. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Phòng đẹp y hình, rất rộng và thoáng, giá bình dân mà khách sạn hơn cả mong đợi, người ta thường thất vọng khi đặt kỳ vọng quá cao, nếu bạn có thể đáp ứng nhu cầu của khách hàng nhiều hơn số tiền mà khách hàng bỏ ra thì bạn đã thành công. Cảm ơn MT đã cho gia đình mình kỳ nghỉ tuyệt vời"
Truong V. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phục vụ nhiệt tình, chú đáo, tận tinh Phòng sạch sẽ, gọn gàng, đầy đủ"
Ho H. D. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,6.6,Mỗi lần lên xuống đợi thang máy rất lâu.
Phi H. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"đây là kỳ nghỉ tuyệt vời đối với tôi. phòng sạch sẽ, không gian đẹp, gần bãi tắm biển, nhân viên phục vụ nhiệt tình chu đáo, ăn sáng thức ăn đa dạng. Nếu có dịp đi nghỉ ngơi tôi sẽ chọn Mường Thanh. Thank."
Thanh H. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phòng y hình, rộng đẹp, nhân viên nhiệt tình . Giá thành thì rất ok"
Tran N. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,6.9,Thang máy quá ít và chậm so với khách sạn!lên xún đợi rất mất thời gian!
Duy M. T. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,Lần thứ 2 ở Mường Thanh và vẫn thấy cực kì hài lòng. Nhiều người nói buffet sáng chưa ổn nhưng với giá phòng như vậy thì không thể đòi hỏi hơn. Các món ăn hài hoà về hương vị. Đủ đa dạng để thoã mãn mọi thành viên và lứa tuổi. tôi thực sự cảm ơn Mường Thanh đã cố gắng nỗ lực để có những bữa sáng đủ đầy như vậy . Khá tiếc nuối khi chỉ được ở 2 đêm.
Bach N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Khách sạn sạch sẽ, phòng ốc rộng rãi thoải mái, giá tiền lại rất hợp lý."
Nguyen T. D. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.8,Phòng ốc rộng rãi đẹp View đẹp. Có điều đợi thang máy quá lâu. Đợi thang máy để xuống hầm lấy xe hết 30p. Đồ ăn sáng bình thường. Không được đa dạng.
Tran T. T. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Khách sạn sạch đẹp, nhân viên từ lễ tân, nhà hàng, hay dọn phòng đều rất nhiệt tình. Đồ ăn cũng rất con mà giá không có cao tý nào. 10 điểm "
Van H. V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,6.0,"Nhân viên không nhiệt tình, đồ ăn sáng dở, dọn phòng thì không sạch sẽ, sẽ không quay lại"
Van A. M. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Vị trí thuận lợi, phục vụ vui vẻ, sạch sẽ. Nói chúng là tuyệt vời!"
Thanh T. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Khách sạn ổn, view đẹp, nhân viên chu đáo."
Oanh O. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,Mọi thứ đều tốt. Nhân viên tốt chu đáo. Nhà hàng ngon. Dịch vụ tốt. Phục vụ hài lòng.
Nguyen P. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Phòng rộng, đẹp. Buffet sáng tuy không phong phú nhưng rất ngon."
Mai T. T. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Khách sạn sạch, thoải mái, tiện nghi, giá cả hợp lý"
Vu V. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,Rất tuyệt. Một lựa chọn lý tưởng. 
Vo T. T. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,Tuy hoi cu . Nhung khách sạn cần xịt côn trùng. Ngu 3 dem ma 2 dem chuyển phòng vi kiến ba khoang
Nguyen T. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,Tất cả các dịch vụ cơ bản đều OK! Mỗi cái thang máy hơi phiền phức
Bach B. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Ưu điểm: - khách sạn sạch sẽ, cơ sở vật chất mới, phòg rộng view biển đẹp. khách sạn ngay gần trung tâm, thuận tiện cho việc đi chuyển ăn uốg & thăm quan. Các hàng quán đi xe máy ra cũng không xa chỉ 2-3 km. Nhân viên chu đáo nhiệt tình. - Đồ ăn ság cũng ngon. Phòg ăn rộng, nhiều bàn ghế view đẹp trốg cho khách. Nhưg do mình ở Vinpear quen nên đồ ăn không thấy hợp lắm. Nói chug ổn. Lúc đầu mình phân vân giữa khách sạn Muong Thanh này & khách sạn Muong Thanh 60 Trần Phú nhưng cuối cùg vẫn chọn nơi đây vì thấy mọi người đánh giá tốt. Giá lại rẻ hơn rất nhiều so với các khách sạn 5* khác Nhược điểm: - Bãi biển không ở trước mặt, đi bộ ra cũng không xa nhưng hơi ngại. Nhà mình đi xe máy ra khu giữa bãi cũng mất có 5’ nên không sao. - khách sạn không có áo choàng tắm cho khách. Nên bổ sung. - Thiết bị điện trong phòg hơi tối, nên thay đèn trắng thay vì toàn bộ đèn vàg. - Hồ bơi trong nhà, mặc dù trời nắg nhưng ság tắm vẫn thấy lạh. Tắm hồ bơi trong nhà chiều sẽ thjk hợp hơn. Kết luận: Vk chồng t đã có 1 kỳ ngĩ đág nhớ & vui vẻ. Từ khí hậu, phog cảh, nơi ở, ẩm thực & con người nơi đây. Nếu quay lại t sẽ vẫn chọn Muong Thanh!!!"
Anh T. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,Phù hợp cho gia đình có con nhỏ! Thái độ các khâu chuyên nghiệp.
Ngo T. A. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Tốt lắm, khách sạn view đẹp, buffe ngon, nhân viên thân thiện"
Le T. T. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Nhân viên thân thiện lịch sự, phòng ốc sạch sẽ, view biển tuyệt vời, giao thông thuận lợi, giá cả phải chăng, triệu like❣️"
Vu N. T. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"Khách sạn siêu đẹp, mình ở Mường Thanh 2 đêm thôi nên chưa thử hết được các dịch vụ. Khâu phục vụ vẫn có thiếu sót nhỏ nhưng điều tuyệt vời là phía khách sạn đã giải quyết nhanh và tận tâm hết sức để không ảnh hưởng đến chuyến đi của mình. View của 2 phòng của mình là Ocean View nên không phải bàn rồi, rất xịn luôn í. Tuy nhiên, mình không đánh giá cao buffet buổi sáng lắm, không quá đa dạng nhưng vẫn ở mức độ ổn, chỉ là không hợp với khẩu vị của mình và gia đình lắm"
Dang M. H. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,Nhân viên gần gũi và rất thân thiện! Tôi rất hài lòng
Nguyen N. T. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,8.5,"Phòng đẹp, view xinh, giá thành như vậy không có gì để chê"
Luong T. A. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,4.8,"Nhận phòng muộn, chăn ga gối đệm không sạch sẽ"
