reviewerName,Address,NameHotel,overallScore,reviewText
Thi N. P. T. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.4,"Resort nằm ờ Hòn Gai, trung tâm thành phố Hạ Long, nằm vị trí đồi cao hướng tầm nhìn xuống vịnh khá đắt địa, mình book view vịnh (bay) nên phòng có view siêu đẹp, phòng thì bao rộng rãi, mới đẹp, xịn sò không phải chê, hổ bơi vô cực siêu to, và có thể ngắm được vịnh Hạ Long,Ăn sáng thì rất nhiều quầy buffet và rất chất lượng chuẩn 5 sao. Chất lượng resort thì không gì phải chê. Điểm trừ : nhân viên phục vụ, tiếp tân check in quá lâu vá không mấy thân thiện Còn lại mình khá hài lòng vì resort quá to và đẹp, xuất sắc luôn nó làm mình quên đi cảm giác chờ đợi lúc check in"
Ms M. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,8.8,"Khách sạn sạn sẽ, nhân viên chuyên nghiệp, mình đi đúng đợt dịch ít khách nên không có ăn sáng buffet. Nhưng khách sạn có cho mình chon món ăn sáng 1 số thứ bà báo trước, sáng hôm sau được phục vụ tại phòng."
Thao T. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.4,"Khách sạn đẹp, sạch sẽ, có buffet sáng nhiều món đa dạng. Rất hợp với các gia đình đi nghỉ dưỡng. Nhưng mình đi vào mùa lạnh nên không tắm được bể bơi vô cực, với lại đi vào hôm mưa ở tầng cao nhiều sương mù nhìn ra ngoài như ở Sapa. Sẽ quay lại vào mùa hè để sử dụng nhiều dịch vụ hơn"
Nguyen Q. T. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.4,"Tôi đã có những trải nghiệm tuyệt vời khi ở FLC. Đây là khu du lịch nghỉ dưỡng đẳng cấp, hoành tráng, phù hợp với tất cả mọi người."
Duong T. L. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,8.8,"View bay rất đẹp, mùa này nhìn ảo diệu lắm, như vừa gần biển vừa có không khí của núi cao như sapa"
Phuong N. T. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,10.0,"Khách sạn đẹp, view tuyệt đẹp cả hướng Vịnh và Sân golf. Nhân viên nhiệt tình, chu đáo. Dịch vụ khách sạn tốt, ăn sáng phong phú. Khách sạn gần Bảo tàng Quảng Ninh, gần nhiều nhà hàng ăn ngon. Điểm trừ là bể bơi ngoài trời hơi nhỏ."
Thanh P. T. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,5.6,"khách sạn ồn ào, cách âm kém. Thang máy hoạt động chậm, phải chờ rất lâu. Thủ tục checkin và check out cực kì chậm cà nhốn nháo. Khi tôi đến khách sạn thì chẳng có bellman nào ra đón tiếp và mang hành lý vào sảnh, sau khi checkin tôi cũng phải tự tìm đường lên phòng và tự mang hành lý lên. Tiện nghi trong phòng không xứng đáng với khách sạn 5*, toilet nhỏ và chẳng có bồn tắm. Hành lang bên ngoài thì rất hôi mùi sơn. Khu nghĩ dưỡng lúc nào cũng ồn ào do tiếng động từ công trình kế bên gây ra. Ăn sáng thì cực kì tệ, món ăn ít và không ngon. Thật sự khách sạn này không đủ chuẩn 5*. Đây là lần đầu tôi đến FLC và cũng là lần cuối cùng đến đây"
Bui T. T. D. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,8.5,"Khách sạn đẹp. Sạch sẽ, nhân viên nhiệt tình. Phục vụ khá ok."
Do M. A. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.7,"Sạch, đẹp, nhân viên thân thiện nhiệt tình"
Nguyen T. T. L. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.7,"Một kỳ nghỉ tuyệt vời, phòng đẹp, dịch vụ chu đáo, đồ ăn ngon, bể bơi đẹp. Hôm ấy sinh nhật con trai mình, khách sạn còn bất ngờ chuẩn bị bánh kem. Khi nào lười ra ngoài ăn thì ăn luôn ở khách sạn, suất ăn đắt hơn bên ngoài nhưng khá to - hai người ăn cũng được. Mọi người order bún chả Hà Nội, mì xào hải sản hay miến xào cua đều ngon nhé. Bể bơi vô cực rất đẹp! 5*"
Trung H. N. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.4,"Khach san view đẹp, vị trí gần trung tâm dễ di chuyển, phòng sạch sẽ, đồ ăn sáng phog phú, bể bơi nhỏ, hơi quá tải khi đông khách. Chỗ đỗ xe ôtô không đáp ứng được nhu cầu khi đông khách. Check in va out còn chậm."
Phuong P. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,9.4,"Đã đi Hạ Long nhiều lần, lần này gia đình mình quyết định lựa chọn FLC Hạ Long để mong muốn trải nghiệm một góc nhìn khác về Hạ Long. FLC nằm bên Hòn Gai tránh được sự ồn ào chen chúc của Bãi Cháy, lại tiện đi lại và gần những điểm tham quan mới nổi và quán ăn địa phương có tiếng. Khách sạn đẹp như mình kì vọng, nhân viên thân thiện nhiệt tình, tối nhà mình đến mưa rất to nhưng bạn nhân viên vẫn sẵn sàng ra cùng bãi đỗ xe vài lần để mang đồ vào giúp. Buffet sáng chuẩn 5 sao, ngon và phong phú. Có bể bơi trong nhà nước ấm nên bé nhà mình mấy tháng cũng bơi thoả thích. Phòng bayview sáng đẹp, mình sẽ quay lại :)"
Lai B. D. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,6.3,"Vị trí khách sạn không tốt, dịch vụ ăn uống kém"
Tong T. P. A. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,6.0,"Ăn buffet tại khách sạn trong hạng phòng có bữa ăn tối thế nhưng cứ vài phút lại có bạn hỏi, chị ở phòng nào rồi thì thầm to nhỏ, chưa có khách sạn nào mình ở mà check thông tin kém như ở đây."
Nguyen T. N. D. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,6.4,"Khu vực sảnh đang hoàn thiện nốt làm chắn mất lối vào của xe ô tô nhưng không có nhân viên đứng hướng dẫn lối đi. Khu vực sân trước bể bơi ngoài trời đôi lúc bị bốc mùi khó chịu. Khu tắm tráng không có sẵn sữa tắm, dầu gội, máy sấy tóc gây bất tiện cho khách"
Thi N. B. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,6.2,"Trên mạng ghi phòng tắm bồn và tắm đứng nhưng khi đến nhận chỉ có tắm đứng, phản ánh với lễ tân thì lễ tân trả lời khách phải có yêu cầu đặc biệt thì mới set cho khách phòng có bồn tắm và tắm đứng... thẻ từ mở cửa bị lỗi phải chạy đi chạy lại mấy lần để cắt ky, phòng rộng nhưng ghế sopha thì nhỏ, phòng tắm không có móc treo quần áo..."
Trung H. N. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,6.0,"Thiếu nhân viên phục vu, phai chờ rất lâu chỉ với 1 yêu cầu nhỏ. Phòng thông cửa với phòng khác mà không có khoá. Điều hoà nóng. Khu vệ sinh bốc mùi cống ngay cạnh bể bơi chính rất khó chịu. Thiếu bãi đỗ xe ôtô dẫn đến quá tải. Phòng xông hơi và spa không hoạt động tốt song vẫn thu dịch vụ, thiếu nhân viên spa. Bể bơi panorama phả nh mùi flo dẫn đến không mình tắm. Bảng chỉ dẫn nội khu cho khách ra vào không có dẫn đến tìm đường. Khi nhận phòng thái độ tiếp đón không tôt, không có nhân viên đưa lên phòng và hướng dẫn như các nơi khác, khôg có nhân viên sách hanh lý. Mình tình cơ được biết phòng khác có thư chào đón khi đến resort và đĩa hoa qua . Tuy nhiên phòng minh đặt không có dẫn đến không thoải mai va cam thấy phân biệt đối xử. Điểm cộng: đồ ăn sáng phog phú, ngon. Khách san có vị trí view đẹp"
Nguyen H. N. ,Hạ Long,FLC Halong Bay Golf Club & Luxury Resort,6.0,Nước nóng không nóng lắm và lâu lắm mới có nước nóng ra ngoài. Cửa cản tiếng ồn từ bên ngoài kém
Nguyen V. T. D. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.8,"Phòng đẹp, rộng rãi. Nhân viên thân thiện. Tuy nhiên xét về vị trí hơi xa thành phố nên di chuyển hơi khó"
Thi T. V. P. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"Không gì tuyệt vời hơn ạ. Nhân viên nhiệt tình, chu đáo. Phòng view nhìn biển đẹp mê li luôn, sạch sẽ và an toàn. Một sự lựa chọn khá hoàn hảo!"
Nguyen H. Y. L. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,Khách sạn ổn áp view đẹp tuy ở phòng tiêu chuẩn. Service rất tốt luôn ạ.
Dong N. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"Mọi thứ tại khách sạn đều rất tuyệt Từ cách tiếp đón, chất lượng dịch vụ, sự tiện nghi mà khách sạn mang lại đều rất hài lòng Đây quả thật là một trải nghiệm tuyệt vời Góp ý nhỏ là phòng của khách sạn nên có internet TV để có thể nghe nhạc"
Thi H. T. D. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.5,"Tất cả đều tốt, view đẹp gần cầu bãi cháy. Phòng to đẹp, giường tầng trẻ em đẹp, phòng gym vệ đẹp. Có điểm trừ duy nhất là phòng tắm bị tắc không thoát nước nên cả đêm đều bị ướt lõng bõng mà sáng mình trả phòng nên cũng không báo nữa."
Bui T. L. D. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Đặt được khách sạn quá ưng ý, vị trí trung tâm gần ngay biển và phố đi bộ ( cách 1km) , view từ phòng nhìn ra được biển và cầu bãi cháy cực đẹp , nhân viên từ bảo vệ đến lễ tân đều rất nhiệt tình và chu đáo . 1 điểm trừ nhỏ là phòng cách âm hơi kém nhưng . 1 địa điểm nhất định sẽ quay trở lại ."
Vu T. D. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Khách sạn gần cầu bài cháy , view buổi tối đẹp . Phòng rộng rãi ok , trần cao quá nên đieu hoa chưa được mát lắm nhưng về tổng quan mọi thứ đều ổn , giá phòng cũng không quá mắc so với các khách sạn khác"
Hoai T. P. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Được khách sạn up lên hạng phòng view biển free :)). Các em lễ tân rất lễ phép và thân thiện. Phòng ban ngày view vịnh, ban đêm cầu Bãi Cháy lên đèn siêu đẹp. Phòng sạch sẽ và rộng. Bồn tắm + phòng tắm rộng hơn nhiều so với các khách sạn khác (Vin, Novotel, Premier...). Có 2 bể bơi ở tầng 4 và 5 view thẳng biển (cái này không nhiều khách sạn ở Bãi Cháy có đâu). Từ khách sạn đến quảng trường trung tâm (chợ đêm, chợ ẩm thực...) khoảng 1km. Các khách sạn ở Bãi Cháy (ngoại trừ Vin) đều cách bãi biển khoảng 500-600m, còn từ Wyndham ra bãi biển xa hơn chút, khoảng 1km (nhưng có xe điện nên không thành vấn đề). Nói chung là cực ổn :)). Mình đặt phòng không ăn sáng nên không biết đồ ăn sáng như thế nào (gợi ý nhỏ là ăn sáng bánh cuốn gốc bàng, ngon và khá rẻ, nhưng chờ khá lâu)."
Nguyen P. A. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,Lần thứ 2 quay lại Wyndham Hạ Long và vẫn là trải nghiệm tuyệt vời . Đi đúng ngày sinh nhật nên được khách sạn tặng bánh siêu ngon siêu xinh. Được hỗ trợ checkin sớm từ 12h hơn ☺️ và checkout muộn. Khách sạn dịch vụ tốt mà địa điểm lại trung tâm gần sunworld và bãi tắm . Phòng ốc và view đẹp ❤️ vẫn là luôn vote đến đây khi ra Hạ Long
Huong L. L. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Khá ổn. phòng luxury view biển đẹp, rộng rãi. Mát mẻ. Mình hài lòng. Nhưng phòng không có ăn sáng. Lúc đặt không để ý, phòng sạch sẽ. Không có dao cạo râu. Nhưng bàn chải đánh răng rất mềm."
Dang T. K. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,Rất vui khi được ở tại khách sạn có view biển tại di sản thế giới Vịnh Hạ Long. Nhân viên Kháchsạn rất nhiệt tình và đã cho nâng cấp hạng phòng lên phòng đẹp view biển và cầu Bãi Cháy
Thi T. P. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.6,Buffet sơ sài không xứng đáng khách sạn 5 sao. Phòng cách âm quá kém. Phòng bên cạnh nước nghe rõ luôn.
Ma T. T. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.1,Việc giải quyết xuất hóa đơn GTGT thật tệ.
Nguyen K. L. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Khách sạn chuẩn 5 * , sang trọng , đẳng cấp . View rất đẹp , tiện nghi đầy đủ Điểm trừ bãi đỗ xe rất bé"
Cao T. M. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"khách sạn rất đẹp và sang trọng. đi bộ trong bán kính 1km có nhà hàng hải sản Hồng Hạnh, Sunworld complex, cảng du thuyền Sunworld"
Le C. D. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,Khách sạn với dịch vụ tốt. Tuy nhiên nhân viên ở phòng gym không được nice lắm.
Thi H. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Khách sạn view đẹp, sạch sẽ, nhân viên thân thiện"
Phung T. T. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.1,"Khách sạn sạch sẽ, đồ ăn sáng ngon. Tuy nhiên do mình đi vào cuối tuần nên Khách sạn quá tải, 8h30 xuống ăn sáng mà full bàn, phải xếp hàng đợi, check out cũng lâu."
Thi M. L. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"khách sạn vị trí rất đẹp. phòng cũng rất ok. Nhân viên nhiệt tình, thân thiện. mình sẽ còn quay lại."
Huyen H. ,Hạ Long,Khách sạn Wyndham Legend Halong,5.9,"Nhà vệ sinh nhỏ, tràn nước, ko đủ tiêu chuẩn 5 sao"
Thi M. L. N. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Gia đình mình rất hài lòng khi iwr tại khách sạn.Cung chách phục vụ nhã nhặn lịch sự.Phòng rộng rãi thoải mái lại view biển, xứng đáng với số tiền bỏ ra. Mình đi ngày ngày 26/6 trùng vào sinh nhật mình, lễ tân xem thông tin trên chứng minh thư, tối đến gọi điện lên phòng chúc mừng và tặng bánh sinh nhật 🥰.Chắc chắn mùa hè tiếp theo sẽ quay lại hạ long và vẫn sẽ chọn wyndham làm điểm nghỉ chân!!!"
Nguyen T. U. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,Nhân viên nhiệt tình. Phòng sạch đẹp 5 *
Tuan A. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.1,"Mọi thứ đều oke, trừ ổ cắm điện, không thể sử dụng được..."
Pham Q. D. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"Tuyệt vời, tôi ở đây 1 đêm.thật sự là rất tiếc vì không lưu trú nhiều hơn. hẹn gặp lại Wyndham"
Thuy N. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.8,"Khách sạn rất tuyệt. Phòng đẹp, sạch sẽ. Nhân viên nhiệt tình, chu đáo. Buffet nhiều món"
Pham T. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.2,"không xứng đáng 5 sao cho lắm. không có người mở cửa, không có người hướng dẫn lên phòng, đặt phong sup mà view nhà hàng :)) mở ra là thấy luôn kh ngồi ăn bên cửa sổ :)) Chỉ đươc bf sáng đa dạng, ngon."
Chi T. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"1- Khách sạn gồm 2 toà. Mình được ở toà đầu. 2- Ấn tượng đầu tiên là khách sạn siêu sang chảnh, siêu sạch đẹp. 3- Nhà mình book phòng deluxe 1 giường đôi, đến nơi khách sạn hết phòng lại được upgrade lên phòng suite miễn phí. Sướng kinh khủng! 4- Nhân viên lễ tân toàn trai xinh gái xinh mà lịch sự. Lúc mình vào làm việc với bạn lễ tân tên Phương, thấy thích lắm ấy. 5- Phòng mình ở view rất đẹp. Phòng trải thảm, đồ đạc còn khá mới và tiện nghi. Sàn nhà tắm hơn trơn chút, nếu có dép nhựa đi trong nhà tắm thì sẽ đỡ bị ngã hơn. Vậy vậy thôi nhỉ, sau có dịp nhà mình sẽ book tiếp :""3"
Thu T. N. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"Rất tuyệt, khách sạn sạch sẽ, mới, view đẹp"
Van V. C. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.2,"Reception quá kém, nhân viên thiếu chuyên nghiệp, bỏ quầy để khách hàng chờ đợi rất lâu và cãi tay đôi với khách. Không có nước uống chào. Khi yêu cầu gặp quản lý thì 1 cậu gầy mắt xâu 1 bên mắt đỏ như cà chua xưng là quản lý, khi mình nhìn bảng tên và hỏi lại thì lại bảo trưởng ca. Rồi mình hỏi sơ đồ phòng và số phòng tương đương hạng phòng thì bảo khách sạn này không cần công khai cho khách biết. Đồ ăn sáng thì chỉ tương đương 3 sao +. Thất vọng ngỡ là 5 sao!"
Thi H. B. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.9,"Phòng ngủ đẹp. Nhưng thiếu dụng cụ, không bông tăm, không lược... Và hồ bơi hơi bẩn. Nhân viên khách sạn hành xử thiếu chuyên nghiệp. Tự ý dọn phòng chuyển khách qua phòng khác mà không gọi báo. Làm mất đồ của khách... (giả sử nếu tôi để 100tr trong két sắt các bạn tự ý lấy ra để đổi phòng. Mà tôi mất tiền hoặc tôi cố ý nói tôi để 200tr lúc ấy nhân viên khách sạn sẽ xử lý ra sao?) Gom luôn cả khăn tắm của khách mà không thể tìm hay trả lại. Nhân viên lễ tân xử lý tình huống cực kỳ chậm và làm khách phải chờ đợi rất lâu. Khách sạn thực sự không đủ tiêu chuẩn 5 sao như Sài Gòn."
Tran T. M. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.5,"Phòng ốc rộng rãi, đẹp, sang trọng. Nhân viên lịch sự, chuyên nghiệp. Bữa sáng ngon và buffet nhiều lựa chọn. Khách sạn có view biển, sun và cầu Bãi Cháy rất nên thơ =))) Nói chung giá cả hợp lý 👌"
Ngo T. T. P. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.0,"Ấn tượng khi bắt đầu bước chân vô sảnh khách sạn cực tệ. Không có nhân viên đón, bạn lễ tân giúp mình check in thì thái độ rất coi thường khách. Chúng mình phải tự xách đồ lên phòng mà không có sự giúp đỡ từ nhân viên khách sạn. Bạn lễ tân cầm điện thoại của mình để kiểm tra mã số đặt phòng xong cũng không đưa lại cho mình, sau mình hỏi thì được nhắc là “lần sau rút kinh nghiệm”, mình nghĩ đó không nên là cách ứng xử của người làm dịch vụ, nhất là ở khách sạn 5* như Wyndham. Ngoài vấn đề về dịch vụ thì khách sạn có view khá ổn, rất tiếc mình đi đúng những ngày bảo trì bể bơi nên không được trải nghiệm."
Nguyen T. C. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,rat tien nghi va thoai mai canh cung rat dep
Phuong L. N. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Khách sạn mới, vị trí trung tâm, phòng full sea view đẹp tuyệt, nhân viên nice."
Nguyen M. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Phòng đẹp, trang thiết bị mới, view đẹp, nhân viên thân thiện."
Thi K. L. B. ,Hạ Long,Khách sạn Wyndham Legend Halong,6.3,"Khách tới tận sảnh khách sạn mà nhân viên cũng không giúp vận chuyển hành lý, hy vọng họ sẽ cải thiện lần sau."
Nguyen H. Y. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Phòng view biển có không gian đẹp, sạch sẽ, chất lượng dịch vụ và đồ ăn sáng ở đây rất tốt."
Thanh T. V. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.5,"Tốt, nhiệt tình. Bể bơi khách sạn bé. không được sạch"
Lam T. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,mọi thứ hoàn hảo. rất hợp nghỉ dưỡng.
Do T. C. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,Mọi thứ đều tốt. Phòng sạch sẽ. Vị trí đẹp
Le T. N. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Khách sạn đẹp, sạch sẽ, view rất đẹp, giá ổn, đây là khách sạn ổn nhất ở hạ long mà tôi từng ở ! "
Le H. T. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,dịch vụ tốt. vì đông nên check in hơi lâu
Nghi N. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Khách sạn đẹp, phòng sạch sẽ, view đẹp. "
Nguyen T. H. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.5,Mình rất hài lòng về dịch vụ và chất lượng phòng ốc tại đây! Chắc chắn mình sẽ quay lại và giới thiệu cho bạn bè tới đây. Cảm ơn nhiều ^^
Cuong C. ,Hạ Long,Khách sạn Wyndham Legend Halong,8.9,"Phòng deluxe king đẹp, sạch sẽ, hồ bơi view đẹp nhưng nước lạnh không có nước ấm như những khách sạn khác. Đồ ăn sáng khá ổn (Giá bufet buổi tối đắt nên không thấy khách đâu). Ti vi không có kết nối internet. Wifi đăng nhập bất tiện và tốc độ wifi không khoẻ như quảng cáo (khá chập chờn), tủ lạnh trống rỗng bên trong không có 1 chai nước nào (mất điểm quá). Ban công nhiều muỗi biển đậu trên cửa kính giống kiến ba khoang. Nhìn chung khách sạn ổn, nhưng 5 sao thì không đủ so với chất lượng dịch vụ nên chỉ thuộc hạng 4 sao."
Tra T. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,Tất cả đều rất tuyệt trừ ăn sáng ít món chưa xứng tầm 5*. Mong khách sạn cải thiện
Linh N. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,Tốt. Sạch sẽ. Dịch vụ chuyên nghiệp.
Nam N. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.7,"Khách sạn rất tốt, sẽ quay lại khi đến hạ long"
Vu D. A. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"Phòng đẹp, dich vụ tốt, vị trí thuận lợi."
Truong M. T. ,Hạ Long,Khách sạn Wyndham Legend Halong,10.0,"Khách sạn rất đẹp, tiện nghi, phục vụ tốt"
