reviewerName,Address,NameHotel,overallScore,reviewText
Pham L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,"Phòng sạch sẽ, yên tĩnh, thích hợp nghỉ dưỡng"
Le B. K. Y. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Resort sạch sẽ, đầy đủ mọi tiện ích. Chèo thuyền kayak trên hồ rất đẹp. Nhân viên phục vụ ổn."
Tran H. N. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,"Tôi đã có 1 kỳ nghỉ tuyệt vời tại Edensee. Khuôn viên rộng, nhiều dịch vụ miễn phí (zipline, karaoke, vườn thú..). Ăn sáng ngon, ngồi ngay hồ tận hưởng không khí rất tuyệt. Các bạn nhân viên rất nhiệt tình. Chuyến đi hoàn toàn hài lòng."
Thi H. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.4,"Mình đặt phòng giường đôi, khi nhận phòng thấy giường đôi thật nhưng khi nằm thì phát hiện là 2 giường đơn ghép lại. Nằm ở giữa bị đau lưng, giường còn kêu cọt kẹt nữa. Không gian xung quanh thì thoáng mát, yên tĩnh. Các dịch vụ chưa ok lắm. Chưa xứng với resort 5 sao và giá tiền"
Nguyen T. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.1,Thêm 1 máy sưởi và 1 đôi dép trong khu vệ sinh nữa là tuyệt
Hieu T. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Khách sạn đẹp, ăn ngon chuẩn sao, giá cả hợp lý. Tối còn được tặng socola chúc ngủ ngon, nhân viên khách sạn gõ cửa từng pòng để tặng, trưa còn được tặng trà chiều. Mấy cài này không bao gồm khi đặt khách sạn. Khách sạn tặng thêm. Có đường đi bộ dọc bờ hồ bao đẹp. Trên đường đi bộ có cây phong. Đáng đồng tiền bác gạo :D"
Ngoc A. T. P. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,Tôi rất thích kỳ nghĩ của gia đình tôi 4 ngày ở nơi đây. Từ khâu phục vụ đến thái độ các bạn nhân viên rất chuyên nghiệp và hiếu khách. Yên tĩnh và rất đẹp
Tran T. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,Khách sạn đẹp yên tĩnh. Thích hợp cho tình nhân và gia đình
Le T. B. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"các món ăn sáng không được phong phú, nhân viên phục vụ đồ nóng (rán trứng ... ) đi khỏi khiến khách cảm giác khó chịu khi muốn ăn thêm."
Hien N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Phòng rất đẹp và view phòng tuyệt vời. Đây là nơi yên tĩnh hiếm hoi trong sự xô bồ của Đà lạt. Tuy nhiên resort ở khá xa trung tâm. Nếu không tự lái xe thì chi phí di chuyển nên suy xét đối với những người muốn lên Đà Lạt để đi ăn vặt, đi chơi khu trung tâm. Resort có cung cấp bus miễn phí vào trung tâm thành phố nhưng xe di chuyển theo giờ giới hạn nên các bạn cần cân đối thời gian nếu sdung dvu này. Đồ ăn sáng được nhưng không quá phong phú/xuất sắc so với khách sạn 5*. Resort có hồ bơi nước nóng, nên trẻ con rất thích. Nơi ăn sáng nhìn xuyên qua rừng thông và hướng ra hồ khá đẹp. Phòng tắm rộng và thoải mái"
Nguyen T. K. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.2,"Phòng ở rộng rãi, đẹp, thoải mái tuy nhiên toilet có mùi hôi không đựơc fresh, và phòng ở không giống với hình phòng chụp trên web, trong booking mình book phòng có ban công hướng hồ nhưng khách sạn xếp phòng không có ban công. Khi mình hỏi lễ tân thì được giải thich vòng vòng và bảo là không có phòng đó, nhưng khi mình hỏi nhân viên vệ sinh thì bảo là loại phòng giống hình thì ở trên lầu :( Nhà hàng phục vụ ăn sáng đa dạng ngon, nhưng ăn tối thì quá tệ, mình đặt tô canh chua cá tầm giá vnd199,000++ nhưng khi nhân viên đem tô canh ra thì quá thất vọnh, tô canh bé xíu chỉ có 3 lát cá mỏng dính, trong đó một lát toàn mỡ cá không ai ăn được và tô canh không có rau thơm và hành. Ngoài ra mình có gọi thêm vài món trong đó có món sườn non Bbq, mình chờ hơn 20’ đồ ăn mới đựơc mang ra, lúc mang đồ ăn mang ra thì nhân viên phục vụ bất cẩn làm rơi hết sườn ra bàn và xuống đất, sau đó nhânviên có xin lỗi và làm lại món khác cho mình, nhưng chỉ 5’ sau nvpv lại đem đĩa sườn đấy cho cả nhà mình ăn, gia đình mình để nguyên không ăn và nhân viên vẫn thu tiền đầy đủ. Mình thấy resort tốt mà nhà hàng phục vụ kém quá, thật tiếc."
Dang K. A. V. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,Kỳ nghỉ tuyệt vời với gia đình tôi
Cho J. H. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Đẹp, sạch. nhân viên thân thiện. đáng đồng tiền"
Vo D. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.7,"Mọi thứ đều ok, nhưng ở đà lạt có lúc rất nóng, nếu có thêm máy lạnh thì ok, lúc mình xin quạt hỗ trợ thì không có"
Nguyen D. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,"Khách sạn khá tiện nghi, thức ăn ngon, nhân viên nhiệt tình, chu đáo, thân thiện. Rất thích hợp để đi nghỉ dưỡng."
Do H. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.1,"Khách sạn tuyệt về kiến trúc, nội thất và không gian. Phù hợp khi đi nghĩ dưỡng. Cách xa trung tâm thành phố bữa tối ở nhà hàng ngon, yên tĩnh, bữa sáng tại nhà hàng không gian đẹp. Tuy nhiên, bữa sáng đồ ăn không phong phú, nhân viên lễ tân chưa thực sự được gọi là excellent receptionist vì kiến thức về dịch vụ khá kém. Dịch vụ đi kèm: hồ bơi với sauna không thật sự tốt. Nhưng nhìn chũng với giá tại resort với những gì trãi nghiệm đáng giá tiền. Và khách sạn này chưa đủ để đạt 5*. Vẫn sẽ quay lại cho kì nghĩ dưỡng tiếp theo."
Tu T. O. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.6,"Khách sạn 5* nhung tiện nghi rất tầm thường. Tivi, ghế đã cũ. Đặt phòng view hồ nhưng chỉ thấy toàn cây, vì thế ở view vườn sau đó sáng xuống hồ chụp hình và chèo thuyền cũng đc. Nhân viên quầy tiếp tân tiết kiệm lời nói, những thông tin quan trọng đáng lý phải thông báo cho khách lại không nói. Đi đường xa tới, bước vào khách sạn không 1 người chào đón, nhân viên nhìn thấy hành lý thanh xách nách mang cũng quăng cục lơ. Do cửa sổ phòng bên Edensee “hiện đại” (mình lần đầu tiên gặp) nên nghĩ cửa sổ hư, bị bung, gọi điện thoại xuống báo tiếp tân cho người qua kiểm tra thì bị tiếp tân dằn mặt 1 câu “Em khẳng định với chị là cửa sổ bên em không cái nào bị hư, cửa sổ bên em 4 chiều 🙄🙄🙄” . Do mình không hiểu và chưa bao giờ gặp nên bảo tiếp tân cho người xuống hướng dẫn thì ờ thôi, sau đó chẳng thấy ai xuống hướng dẫn, cuối cùng tự mò. Toilet bự nhưng cần có đôi dẹp nhựa đi lại, do phòng cho đôi dép lông, ra vào phòng tắm không tiện. Khách sạn 4 sao đã có bút mực, sổ tay. Đằng này 5 sao chỉ cho cây viết chì với 2 tờ giấy 😂😂😂 *** Duy nhất 5 sao cho 2 điều : 1. Bữa sáng đồ ăn cực ngon, nhiều món rất thích hợp cho không khí lạnh ở Đà Lạt. 2. Nhân viên phục vụ, hướng dẫn trò chơi bắn cung, chèo thuyền cực vui tính. Tóm lại, khách sạn thích hợp cho người có xe ô tô đi lại, nghỉ dưỡng vì khách sạn sâu nhất hồ Tuyền Lâm. 😊😊😊"
Ngan P. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Phòng rộng rãi thoáng mát, khuôn viên đẹp, nghỉ dưỡng rất phù hợp"
Pham K. L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,4.8,"Minh thue 2 phong. Phong 1 thi co gian va ruoi chet nam rai rac trong phong. Phong 2 thi toilet qua boc mui, toi ngu phai dong cua toilet va chan khan duoi khe cua de mui hoi khong tran ra khuon vien phong ngu! Ca 2 phong thi dep di trong phong deu bi am co cam giac nhu dep cu su dung lai! Nhac ngoai hanh lang qua on nen khong ngu duoc. Nhan vien phuc vu va quan ly kháchsạn trong buffet sang thieu chuyen nghiep! Khi quay ly thuy tinh da het, cac ban thay khach can cung khong refill. Dung doi mai nen minh co xin cac ban cho xin 1 ly thuy tinh sach. Thi co 1 ban voi vao phia sau quay ly (noi tap hop cac ly, chen bac ban duoc don tu ban khach vao de do va cho duoc dem vao trong de rua), lua trong nhung chiec ly ban coi ly nao trong sach nhat thi dua cho minh. Ban do con cam may cai ly ban len coi coi roi bo xuong, xong chon cai ly chinh giua cai mam chen bac ban dua cho minh. Minh chung kien canh do tu dau den cuoi, minh van cam cai ly va hoi ban do: ua ly nay sach khong em? Chi thay em lay trong may ly ban ra ma? Thi ban tra loi la ly sach va quay lung bo di. Minh cam ly len va nhin thi thay co vet son moi cua khach truoc do su dung! Minh cam thay buon cuoi va dua chiec ly do cho ban nhan vien nu khac va noi ve van de nay. Ban nhan vien do cam thang vao trong va doi 1 hoi lau sau moi nhan duoc 1 chiec ly sach. Ngay thu 2 thi nhan vien phuc vu nu don ban cu luon xung ho chi voi minh va khong biet ban do bao nhieu tuoi so voi minh, va cam thay do la su thieu ton trong va chuyen nghiep! Minh nghi trong khach san 5 sao, dieu quan trong nhat la sach se va thai do nhan vien. Du cho la moi lan muon di dau minh deu chay xe 30p de ra duong chinh, nhung doi lai dich vu phai xuat sac. Trong truong hop nay tat ca lam hong ca 1 chuyen di ma minh danh cho ba me minh. Qua that vong va cam thay khong xung dang voi so tien minh da bo ra! Mong Traveloka co the gop y voi khach san!"
Linh L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,Tôi đã trải qua kỳ nghỉ tại dalat edensee 30/11-2/12/2018. Thật sự rất hài lòng với từ phục vụ đến không gian của resort. Nhất định gia đình tôi sẽ quay lại edensee mỗi khi lên đà lạt. Đánh giá 5* cho edensee.
Tran T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.3,Nhân viên lê tân không nhiệt tình lắm còn mọi thứ ok không áp dụng được mã giảm giá
Pham P. S. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.0,"Hotel có nhà tắm thoát nước chậm, gây đọng nước trên sàn, nhận phòng không đúng thời gian, mất điện 3h."
Nguyen N. Q. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,Mọi thứ ổn chỉ có 1 vấn đề duy nhất là ko có dép đi ra ngoài trời
The H. T. L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,Nhân viên hoàn toàn xuất sắc và thân thiện
Nguyen H. T. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.1,"Rất thích, gia đình mình sẽ quay lại"
Truong T. T. H. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.8,"Khách sạn rộng rãi đẹp. Tuy nhiên đường vào khách sạn khó đi nếu đi chơi về tối dễ bị lạc đường, xa trung tâm nếu ai có xe hơi thì nghỉ o đây tiện. Sàn khách sạn nên lát sàn gỗ thì tốt hơn vì o xu lanh lát đá lạnh chân. Đồ ăn sáng ít và không phong phú"
Huy T. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Dịch vụ tốt, không gian dễ chịu, có điều có chút lỗi nhỏ về giường, ra..."
Hang H. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.9,Nhân viên phục vụ và lễ tân không thân thiện
Vinh K. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.8,Đường vào khách sạn ít bảng chỉ dẫn
Pham K. L. G. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,Rat tot dich vi rat tuyet voi cho gia dinh
Ngo T. D. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Nhan vien luc nao cung vui ve than thien. Buffet sang hoi it mon, thuc don nha hang can phong phu hon. Nhung noi chung ca gia dinh rat hai long moi khi den day nghi duong."
Nguyen C. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Moi dịp nghi duong tai Da Lat, Edensee la lua chon duy nhat cua gia dinh toi! Tat ca moi thu deu rat tuyet! Da đen 2 lan va se con tiep tuc den nua!"
Tien T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.1,"Khác sạn 5 sao mà sàn gạch, không thảm, không sàn gỗ. Dịch vụ ít. Ăn uống không đa dạng. Nhân viên không vui vẻ niềm nở. Đánh giá chỉ cỡ 3 sao."
Lien N. V. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Vợ chồng tôi đã có một kỷ nghì lãng mạn, hạnh phúc tại Đà Lạt Edensee Lake Resort & Spa nhân kỷ niệm 15 năm Ngày cưới. Không gian yên tĩnh, sạch sẽ. Nhân viên phục vụ chu đáo, tận tình. Vị trí đẹp tuy hơi xa Trung tâm TP, phải tốn khá nhiều tiền taxi để di chuyển. Tôi thấy mình đã lựa chọn phù hợp cho kỳ nghỉ của hai vợ chồng."
Ngoc S. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Trang tri tinh te, thuc an ngon va dich vu tuyet hao. Ban se co ky nghi tuyet voi tai day."
Hoa M. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,"Edensee là khách sạn trong chuỗi các khách sạn nằm bên Hồ Tuyền Lâm (Terracotta, Saccom Resort, Edensee, Bel- Swiss, làng Bình An) nằm cách ngã ba đập nước khoảng 5km. Khách sạn có phòng ốc khá cũ, old fashioned, phong cách Pháp cổ, phòng khá lớn, giường King size rất rộng. có bồn tắm thủy lực, bồn tắm và vòi sen riêng, có lò sưởi, TV có nhiều nhạc và 1 kho phim đa dạng Ăn sáng ít món, ít sự lựa chọn, tạm ổn, nhà hàng rộng rãi, có ghế ngồi bên ngoài nhìn ra vườn rất đẹp Sảnh rộng, nhân viên khá chuyên nghiệp, thân thiện, nhiệt tình, cho check in sớm Có xe đưa về tận phòng, có trái cây trong phòng khi check in Không có welcome drink Khách sạn trang trí khu vực vườn xung quanh rất sơ sài, ít hoa nhưng nhiều cây xanh Khách sạn có phòng karaoke miễn phí, nhưng phải đặt trước Không có dịch vụ cho thuê xe máy Các trò chơi như kayak, bắn cung đều tính thêm phí Có animal farm nuôi công, nai rất dễ Thương, tham quan miễn phí Có xe miễn phí vào trung tâm 3 chuyến đi 3 chuyến về khá tiện Spa chi phí khá cao Hồ bơi trong nhà to, đẹp, trong khu nhà spa, view trên sân thượng của khu này nhìn ra hồ rất lãng mạn và đẹp Phòng ở dạng villa, 1 villa có 2 phòng trên 2 phòng dưới, mỗi villa cách xa nhau, ban đêm rất yên tĩnh, thoải mái, nhưng do mở ít đèn nên hơi tối Khách sạn thích hợp nghỉ dưỡng, phù hợp cho khách thích style Pháp cổ, nhẹ nhàng, tuy nhiên hơi xa thành phố hơn các khách sạn cùng khu vực. Nhân viên siêu thân thiện và nhiệt tình"
Phan Q. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Thiết kế khách sạn đẹp, phòng tắm có thể mở cửa sổ để nhìn ra rừng thông, lò sửa đẹp, tạo hiệu ứng tốt, buffet sáng ngon. Wonderful !!!"
Thi L. L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Cảnh rất đẹp và sạch sẽ , phục vụ nhiệt tình thân thiện"
Ly N. C. N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,"Khach san dep, canh dep. Se quay lai."
Ngo T. D. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,Ki nghi that tuyet! Nhan vien rat than thien! Se quay lai.
Vi V. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Gia đình chúng tôi có 1 kỳ nghỉ tuyệt vời, chúng tôi xin chân thành cảm ơn quý khách sạn đã hỗ trợ nhiệt tình cho chúng tôi trong suốt thời gian lưu trú tại khách sạn,"
Nguyen D. M. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.2,"resort đẹp, nhân viên thân thiện, phục vụ tốt... nhưng có điều vì quá vắng khách mà không có buffet sáng, đường về thì tối, không có đèn đường gần chục km tính từ trung tâm thành phố, chạy xe về mà thấy hơi sợ.. nhưng nói chung cũng ok.."
Truong D. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,7.0,Thích hợp cho kì nghỉ dưỡng dài ngày
Giang N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.6,Một nơi tuyệt vời để trốn cuối tuần với gia đình và trẻ em !!
Ha N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,Thực sự tuyệt vời ở lại với chuẩn bị siêu tốt trong phòng ăn.
Bui A. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,Khách sạn rất đẹp và nhân viên thân thiện.
Dinh T. A. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,"nơi rất yên tĩnh và quyến rũ. tuyệt vời cho cặp vợ chồng. căn phòng là hoàn hảo với lò sưởi cả trong phòng ngủ và phòng tắm. chúng tôi chỉ thử nhà hàng Reissling, nhưng đủ hạnh phúc để có 2 bữa tối ở đó trong suốt 2 đêm của chúng tôi"
Hoang M. Q. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,6.0,"Đó là khu nghỉ dưỡng 5 sao, dịch vụ kém"
Lien L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.1,"Khách sạn này là tốt đẹp với nhân viên thân thiện. Chỉ cần một đề nghị, kiểm soát dịch hại nên được tập trung."
Janyaporn W. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.1,Chúng tôi đã có một thời gian tuyệt vời tại Edensee. Khung cảnh và xung quanh thật tuyệt vời và yên bình. Hồ bơi nước nóng là sở thích của con gái tôi. Căn phòng thật thoải mái. Những con công rất vui được gặp. Giỏ trái cây chào đón là một liên lạc tốt đẹp và trà chiều miễn phí là ấn tượng. Tôi muốn giới thiệu khách sạn này cho mọi người và chúng tôi sẽ quay lại chắc chắn trong tương lai.
Truc P. T. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,"Phòng đẹp, toàn bộ khách sạn đẹp, nhân viên rất hữu ích và họ cung cấp thêm 1 giờ cho khách mà không tính phí"
Le D. H. C. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,10.0,"Dịch vụ tuyệt vời, sfaff thân thiện"
Bui T. A. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,"Chúng tôi đã dành 2 đêm tại Edensee. Nó rất đẹp, sạch sẽ và đẹp. Sẽ quay lại sớm."
Hoa N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,Lớn khu nghỉ mát. Tôi thực sự thích những chuyến đi
Pham H. Q. D. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.1,"Lớn cơ sở, dịch vụ tuyệt vời, nhưng xa trung tâm thành phố."
Thu H. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.7,Great place cho thư giãn và tận hưởng.
Vo T. C. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,tuyệt vời để thư giãn và chụp ảnh đẹp
Doan N. H. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,8.5,Đó là một nơi tốt để thư giãn và nghỉ ngơi.
Tronghai L. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,5.6,"Các nước bẩn, tắm bẩn quá. Họ đã phải sửa chữa tắm 2 lần và nó vẫn bị rò rỉ. Hộp khăn giấy trong phòng là trống rỗng, khi chúng tôi kiểm tra trong. Mosquito rất nhiều. Nhân viên và thực phẩm là tốt."
Tanitapat N. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.3,Giá hợp lý so với chất lượng của phòng và các dịch vụ. Rất tuyệt vời nếu bạn muốn được thư giãn tránh xa thành phố ồn ào. Nơi đây thật tự nhiên và yên bình. Thời tiết khá lạnh vào ban đêm nhưng khách sạn có máy sưởi tốt. Tôi rất hài lòng và sẽ đến đây nữa. Một điểm trừ là thực phẩm quá đơn điệu và chưa đạt chất lượng của khách sạn cao cấp.
Vu H. L. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,8.4,Bữa sáng bình thường không xứng đáng với resort 5 sao. Bên ngoài phòng có mùi hôi
Nguyen T. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,6.0,"1. Ngày 27/8 tôi đến resort lúc 12h00 và hỏi có thể early checkin không vì tôi sốt khá cao, bạn lễ tân tóc tem với thái độ không thể trịch thượng hơn: không 2. Okie thời gian checkin của resort 2h tôi có thể kiếm nhà nghĩ nằm xíu, tôi đề nghị cho tôi ly nước lọc để pha viên sủi, lại là cô lễ tân sau 4-5 lân tôi với bạn nhờ mang ra 1 cốc nước sôi bé xíu; hành động nước bắn bên mặt bàn làm tôi không thể thất vọng hơn 3. Biệt thự tôi ở khá xa lễ tân và sau 10h tôi có đặt ít thức ăn vì nhà hàng đã ngưng phục vụ. Tôi có 2 option là tự gọi xe điện hoặc mang vào giúp tôi. Sau 30p sau khi được giao vẫn không thấy gì tôi gọi lại lễ tân và với giọng nói như quát vào mặt là đang checkin cho khách! Không ngờ sau 1 năm dịch chất lượng dịch vụ lại đi xuống nhiều đến như vậy. Tệ"
Thi B. N. H. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,10.0,"Chỉ nói một câu: rất hài lòng từ phòng cho đến phong cảnh, phục vụ điều rất rất tốt. Tài xế lái xe cho chúng tôi đi tham quan rất nhiệt tình và cần thận. Một kỳ nghỉ đáng nhớ ở đà Lạt nói chung và Ana resort nói riêng. Lần sau sẽ tiếp tục chọn nơi đây để nghỉ dưỡng"
Pham T. N. A. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,8.4,"Khách sạn có quang cảnh và thiên nhiên đẹp, có điều 1 số hạng mục bị xuống cấp: - Hệ thống thoát nước - Dịch vụ: setup thi công ngay tại bể bơi hay hay xe tải ngang nhiên đi lại thường xuyên trong nội khu, cho khách lái xe rất ẩu trên lối đi lại… làm ảnh hưởng lớn trải nghiệm và gây phiền toái cho KH khác"
Nguyen V. T. L. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,8.8,nhân viên dễ thương - dời lịch nhưng vẫn được chấp nhận
Duy T. T. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,9.7,"Ana Mandara vẫn là lựa chọn hàng đầu khi tới Đà Lạt của tôi, giữa thành phố mà có một khu nghỉ với cả khu rừng nhỏ với thông và nhiều loại cây, bể bơi bốn mùa ngoài trời là điểm nhấn của khu nghỉ, thật sự ấn tượng và sẽ quay trở lại Ana như những lần trước đây"
Quachvu Q. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,6.7,"Tạm hài lòng.Bữa sáng không như ý. Không có buffet, thực đơn gọi món thì nghèo nàn."
Tran N. V. K. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,9.4,"Khách sạn đẹp, to và rất vintage. Nhưng mình thấy thái độ nhân viên không thân thiện lắm"
Vu T. N. D. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,5.7,Khách sạn không báo trước tới khi nhận phòng bắt đi xét nghiệm giấy test 72h.
Vo P. H. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,9.4,"Gia đình tôi đã có một kỳ nghỉ an toàn và thoải mái tại Ana Mandara. Mọi thứ đều ok, tôi chỉ có 2 góp ý để resort cải thiện: 1. cửa sổ trong phòng khi gió mạnh sẽ bị kêu cụp cụp, ai khó ngủ thì sẽ hơi khó vào giấc. 2. Ăn sáng nên có nhiều món nước hơn, vì buổi sáng tôi hay ăn món có nước và nóng, cả ba ngày ăn sáng tôi chỉ có mỗi món Phở để ăn. Mong resort cải thiện để dịch vụ tốt hơn nữa :)"
Tran T. G. H. ,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,9.4,"Resort gần trung tâm, đi đâu cũng tiền nên gần nhà dân. Nội thất phòng cách cổ kính. Muốn về phòng phải đi xe điện nhân viên khách sạn chở. Ăn sáng đơn giản nhưng ngon"
